Word,Category,Hint
Adam Liaw,Who,Winner of 'MasterChef Australia' and food writer
Peter Gilmore,Who,Executive chef of Quay restaurant in Sydney
John Curtin,Who,Australian Prime Minister during World War II
John Laws,Who,Legendary Australian radio presenter
Mary Donaldson,Who,Australian who became Crown Princess of Denmark
Schapelle Corby,Who,Australian convicted of drug trafficking in Indonesia
Lindy Chamberlain,Who,Wrongfully convicted of the murder of her daughter Azaria
Princess Diana,Who,Princess of Wales
Prince William,Who,Prince of Wales
Prince Harry,Who,Duke of Sussex
Kate Middleton,Who,Princess of Wales
Meghan Markle,Who,Duchess of Sussex
Tony Blair,Who,Former UK Prime Minister
David Cameron,Who,Former UK Prime Minister
Theresa May,Who,Former UK Prime Minister
George W. Bush,Who,43rd President of the United States
Bill Clinton,Who,42nd President of the United States
Hillary Clinton,Who,Former US Secretary of State
Dalai Lama,Who,Spiritual leader of Tibetan Buddhism
Pope John Paul II,Who,Former head of the Catholic Church
Pope Francis,Who,Current head of the Catholic Church
George Washington,Who,First President of the United States
Abraham Lincoln,Who,16th President of the United States
John F. Kennedy,Who,35th President of the United States
Ronald Reagan,Who,40th President of the United States
Richard Nixon,Who,37th President of the United States
Adolf Hitler,Who,Dictator of Nazi Germany
Joseph Stalin,Who,Dictator of the Soviet Union
Fidel Castro,Who,Communist leader of Cuba
Mao Zedong,Who,Founding father of the People's Republic of China
Queen Victoria,Who,Long-reigning British monarch of the 19th century
Henry VIII,Who,King of England known for his six marriages
Elizabeth I,Who,Queen of England; 'The Virgin Queen'
Leonardo DiCaprio,Who,American actor; Starred in 'Titanic' and 'Inception'
Brad Pitt,Who,American actor and film producer
Angelina Jolie,Who,American actress and humanitarian
George Clooney,Who,American actor and filmmaker
Julia Roberts,Who,American actress; Starred in 'Pretty Woman'
Sandra Bullock,Who,American actress; Starred in 'Speed' and 'Gravity'
Meryl Streep,Who,Acclaimed American actress with numerous Oscar nominations
Robert De Niro,Who,American actor; Starred in 'Taxi Driver' and 'Raging Bull'
Al Pacino,Who,American actor; Starred in 'The Godfather' and 'Scarface'
Jack Nicholson,Who,American actor known for his versatile and iconic roles
Marlon Brando,Who,Influential American actor; 'On the Waterfront'
Clint Eastwood,Who,American actor and director
Morgan Freeman,Who,American actor known for his distinctive voice
Denzel Washington,Who,American actor with two Academy Awards
Will Smith,Who,American actor and rapper; 'The Fresh Prince of Bel-Air'
Johnny Depp,Who,American actor; Captain Jack Sparrow in 'Pirates of the Caribbean'
Keanu Reeves,Who,Canadian actor; Starred in 'The Matrix' and 'John Wick'
Harrison Ford,Who,American actor; Indiana Jones and Han Solo
Arnold Schwarzenegger,Who,Austrian-American actor and former Governor of California
Sylvester Stallone,Who,American actor; Rocky Balboa and John Rambo
Bruce Willis,Who,American actor; John McClane in 'Die Hard'
Samuel L. Jackson,Who,American actor with over 150 film credits
Dwayne Johnson,Who,"""The Rock""; American actor and former professional wrestler"
Jennifer Aniston,Who,American actress; Rachel Green in 'Friends'
Courteney Cox,Who,American actress; Monica Geller in 'Friends'
Lisa Kudrow,Who,American actress; Phoebe Buffay in 'Friends'
Matt LeBlanc,Who,American actor; Joey Tribbiani in 'Friends'
Matthew Perry,Who,American-Canadian actor; Chandler Bing in 'Friends'
David Schwimmer,Who,American actor; Ross Geller in 'Friends'
Jerry Seinfeld,Who,American comedian and co-creator of 'Seinfeld'
Rowan Atkinson,Who,British actor and comedian; Mr. Bean
John Cleese,Who,"British actor and comedian; Monty Python, 'Fawlty Towers'"
Ricky Gervais,Who,British comedian and creator of 'The Office'
Stephen Fry,Who,"British actor, comedian, and writer"
Hugh Laurie,Who,British actor; Starred in 'House'
Sacha Baron Cohen,Who,"British comedian; Borat, Ali G"
James Corden,Who,British comedian and host of 'The Late Late Show'
The Rolling Stones,Who,Iconic British rock band
Led Zeppelin,Who,English rock band formed in 1968
Queen,Who,British rock band fronted by Freddie Mercury
David Bowie,Who,English singer-songwriter and actor
Elton John,Who,"English singer, songwriter, and pianist"
George Michael,Who,English singer and songwriter
U2,Who,Irish rock band fronted by Bono
Coldplay,Who,British rock band fronted by Chris Martin
Oasis,Who,English rock band with Gallagher brothers
Radiohead,Who,English rock band fronted by Thom Yorke
The Smiths,Who,English rock band with Morrissey and Johnny Marr
Pink Floyd,Who,English rock band known for progressive and psychedelic music
Bob Dylan,Who,American singer-songwriter and Nobel laureate
Bruce Springsteen,Who,"""The Boss""; American singer-songwriter"
Elvis Presley,Who,"""The King of Rock and Roll"""
Frank Sinatra,Who,"""Ol' Blue Eyes""; American singer and actor"
Jimi Hendrix,Who,"American rock guitarist, singer, and songwriter"
Bob Marley,Who,Jamaican singer who became a global icon of reggae music
Tupac Shakur,Who,American rapper and actor
The Notorious B.I.G.,Who,American rapper
Jay-Z,Who,American rapper and businessman
Kanye West,Who,"American rapper, producer, and fashion designer"
Dr. Dre,Who,American rapper and producer
Snoop Dogg,Who,American rapper and media personality
Mariah Carey,Who,American singer known for her five-octave vocal range
Whitney Houston,Who,American singer and actress
Celine Dion,Who,Canadian singer
Aretha Franklin,Who,"""The Queen of Soul"""
Stevie Wonder,Who,"American singer, songwriter, and multi-instrumentalist"
Prince,Who,"American singer-songwriter, multi-instrumentalist, and actor"
Justin Timberlake,Who,"American singer, songwriter, and actor"
Rihanna,Who,"Barbadian singer, businesswoman, and actress"
Katy Perry,Who,American pop singer
Adele,Who,British singer-songwriter
Ed Sheeran,Who,British singer-songwriter
Justin Bieber,Who,Canadian pop singer
Ariana Grande,Who,American singer and actress
Billie Eilish,Who,American singer-songwriter
Olivia Rodrigo,Who,American singer-songwriter and actress
Harry Styles,Who,"English singer, formerly of One Direction"
One Direction,Who,English-Irish pop boy band
Backstreet Boys,Who,American boy band
*NSYNC,Who,American boy band
New Kids on the Block,Who,American boy band
Take That,Who,English pop group
Westlife,Who,Irish boy band
Destiny's Child,Who,American girl group
TLC,Who,American girl group
En Vogue,Who,American R&B/pop vocal group
Pussycat Dolls,Who,American girl group and dance ensemble
Blackpink,Who,South Korean girl group
BTS,Who,South Korean boy band
Psy,Who,South Korean singer; 'Gangnam Style'
J. R. R. Tolkien,Who,Author of 'The Hobbit' and 'The Lord of the Rings'
C. S. Lewis,Who,Author of 'The Chronicles of Narnia'
George R. R. Martin,Who,Author of 'A Song of Ice and Fire' (Game of Thrones)
J. D. Salinger,Who,Author of 'The Catcher in the Rye'
F. Scott Fitzgerald,Who,Author of 'The Great Gatsby'
Ernest Hemingway,Who,American novelist and short-story writer
Mark Twain,Who,American writer and humorist; 'Tom Sawyer'
Charles Dickens,Who,English writer and social critic; 'Oliver Twist'
Leo Tolstoy,Who,Russian writer; 'War and Peace'
Buddha,Who,"Siddhartha Gautama, founder of Buddhism"
Muhammad,Who,Prophet of Islam
Moses,Who,Prophet in Abrahamic religions
Claude Monet,Who,Founder of French Impressionist painting
Pierre-Auguste Renoir,Who,French Impressionist artist
Michelangelo,Who,"Italian sculptor, painter, architect, and poet of the High Renaissance"
Rembrandt,Who,Dutch Golden Age painter
Frank Lloyd Wright,Who,American architect
Ludwig van Beethoven,Who,German composer and pianist
Wolfgang Amadeus Mozart,Who,Prolific and influential composer of the Classical period
Johann Sebastian Bach,Who,German composer of the Baroque period
Pyotr Ilyich Tchaikovsky,Who,Russian composer of the Romantic period
Alfred Hitchcock,Who,English film director; 'The Master of Suspense'
Stanley Kubrick,Who,American film director; '2001: A Space Odyssey'
Martin Scorsese,Who,American film director; 'Goodfellas'
Francis Ford Coppola,Who,American film director; 'The Godfather'
Orson Welles,Who,"American director, actor, and writer; 'Citizen Kane'"
Charlie Chaplin,Who,English comic actor and filmmaker of the silent era
Walt Disney,Who,American entrepreneur and pioneer of the animation industry
Jim Henson,Who,"American puppeteer, creator of The Muppets"
Dr. Seuss,Who,American children's author and cartoonist
Roald Dahl,Who,British novelist and short-story writer
Hans Christian Andersen,Who,Danish author of fairy tales
Brothers Grimm,Who,German academics who published collections of folk tales
Aesop,Who,Greek fabulist credited with a number of fables
Neil Armstrong,Who,First person to walk on the Moon
Buzz Aldrin,Who,Second person to walk on the Moon
Yuri Gagarin,Who,First human to journey into outer space
Wright brothers,Who,Orville and Wilbur; credited with inventing the first successful airplane
Henry Ford,Who,Founder of the Ford Motor Company
Novak Djokovic,Who,Serbian professional tennis player
Usain Bolt,Who,"Jamaican sprinter, widely considered to be the greatest sprinter of all time"
Michael Phelps,Who,American former competitive swimmer and the most successful Olympian of all time
Wayne Gretzky,Who,"Canadian former professional ice hockey player, ""The Great One"""
Tom Brady,Who,American football quarterback
LeBron James,Who,American professional basketball player
Kobe Bryant,Who,American professional basketball player
Shaquille O'Neal,Who,American former professional basketball player
Magic Johnson,Who,American former professional basketball player
Larry Bird,Who,American former professional basketball player
Kareem Abdul-Jabbar,Who,American former professional basketball player
David Beckham,Who,English former professional footballer
Jackie Chan,Who,"Hong Kong actor, martial artist, and stuntman"
Bruce Lee,Who,"Hong Kong and American martial artist, actor, and director"
Marilyn Monroe,Who,"American actress, model, and singer"
Audrey Hepburn,Who,British actress and humanitarian
James Dean,Who,"American actor, cultural icon of teenage disillusionment"
Jamie Oliver,Who,British chef and restaurateur
Anthony Bourdain,Who,"American celebrity chef, author, and travel documentarian"
Julia Child,Who,"American chef, author, and television personality"
Martha Stewart,Who,"American retail businesswoman, writer, and television personality"
Michael Dell,Who,"American billionaire businessman, founder of Dell Technologies"
John D. Rockefeller,Who,American oil industry business magnate and philanthropist
Andrew Carnegie,Who,Scottish-American industrialist and philanthropist
Mary Kay Ash,Who,American businesswoman and founder of Mary Kay Cosmetics
Elizabeth Arden,Who,Canadian-American businesswoman who founded a cosmetics empire
Susan B. Anthony,Who,American social reformer and women's rights activist
Rosa Parks,Who,American activist in the civil rights movement
Rachel Carson,Who,American marine biologist and author; 'Silent Spring'
Florence Nightingale,Who,English social reformer and the founder of modern nursing
Clara Barton,Who,Pioneering American nurse who founded the American Red Cross
Mother Teresa,Who,Albanian-Indian Roman Catholic nun and missionary
Eleanor Roosevelt,Who,"American political figure, diplomat, and activist"
Indira Gandhi,Who,Third Prime Minister of India
Catherine the Great,Who,Empress of Russia from 1762 until 1796
Livia Drusilla,Who,Roman empress as the wife of the emperor Augustus
Isabella I of Castile,Who,Queen of Castile from 1474 until her death
Eleanor of Aquitaine,Who,Queen consort of France and England and duchess of Aquitaine
Mary Cassatt,Who,American painter and printmaker
Diane Arbus,Who,American photographer
Cindy Sherman,Who,American artist whose work consists of photographic self-portraits
Annie Leibovitz,Who,American portrait photographer
Yoko Ono,Who,"Japanese multimedia artist, singer, songwriter, and peace activist"
Patti Smith,Who,"American singer-songwriter, musician, author, and poet"
Steve McQueen,Who,"British film director, producer, and screenwriter"
Theaster Gates,Who,American social practice installation artist
Christopher Columbus,Who,Italian explorer  
Abraham (biblical),Who,Biblical patriarch  
Gautama Buddha,Who,Founder of Buddhism  
Mary (mother of Jesus),Who,Mother of Jesus  
Joseph Haydn,Who,Austrian composer  
Pythagoras,Who,Greek mathematician  
Giuseppe Verdi,Who,Italian opera composer  
Saint George,Who,Patron saint of England  
Michael Faraday,Who,Pioneer of electromagnetism  
Freddie Mercury,Who,Queen lead singer  
Judas Iscariot,Who,Apostle who betrayed Jesus  
Malcolm X,Who,Civil rights activist  
Elijah,Who,Biblical prophet  
Agatha Christie,Who,Mystery novelist  
Benjamin Franklin,Who,American founding father  
Anne Frank,Who,Holocaust diarist  
Edvard Grieg,Who,Norwegian composer  
Arthur Conan Doyle,Who,Sherlock Holmes creator  
Vespasian,Who,Roman emperor (built Colosseum)  
Henry Dunant,Who,Red Cross founder  
Oskar Schindler,Who,Saved Jews during the Holocaust  
Luciano Pavarotti,Who,Italian opera tenor  
Stan Lee,Who,Marvel Comics creator  
Tom Cruise,Who,Hollywood actor (*Mission: Impossible*)  
Dwight D. Eisenhower,Who,General & 34th US President  
Duke of Wellington,Who,Defeated Napoleon at Waterloo  
Babe Ruth,Who,Legendary baseball slugger  
Henry Kissinger,Who,US diplomat  
Paul McCartney,Who,Beatles singer-songwriter  
Frederick I (Barbarossa),Who,Holy Roman Emperor (Barbarossa)  
Tutankhamun,Who,Egyptian pharaoh  
George Harrison,Who,Beatles lead guitarist  
Jesse Owens,Who,1936 Olympic track star  
Jesus Christ,Who,Central figure of Christianity
